full_text;cleaned;cleaned_token;count;sentiment
luar biasa dan tingginya minat masyarakat menggunakan LRT Jabodebek.  KAI berharap dengan perpanjangan penambahan waktu layanan ini dapat mengakomodir kebutuhan pengguna dan memenuhi permintaan masyarakat yang terus meningkat.  #KAIPerpanjangLayananLRTJabodebek #keretaapikita https://t.co/zPbtCGrxqz;tingginya minat masyarakat lrt jabodebek kai berharap perpanjangan penambahan layanan mengakomodir kebutuhan pengguna memenuhi permintaan masyarakat meningkat kaiperpanjanglayananlrtjabodebek keretaapikita;['tinggi', 'nya', 'minat', 'masyarakat', 'lrt', 'jabodebek', 'kai', 'berharap', 'perpanjangan', 'penambahan', 'layanan', 'mengakomodir', 'kebutuhan', 'pengguna', 'memenuhi', 'permintaan', 'masyarakat', 'meningkat', 'kaiperpanjanglayananlrtjabodebek', 'keretaapikita'];3;positif
Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek  KAI memperpanjang layanan LRT Jabodebek hingga Februari, dengan waktu operasional hingga 23.03 WIB.  Perpanjangan penambahan waktu layanan ini sebagai respon terhadap antusiasme yang;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kai memperpanjang layanan lrt jabodebek hingga februari operasional hingga wib perpanjangan penambahan layanan respon antusiasme;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kai', 'memperpanjang', 'layanan', 'lrt', 'jabodebek', 'hingga', 'februari', 'operasional', 'hingga', 'wib', 'perpanjangan', 'penambahan', 'layanan', 'respon', 'antusiasme'];1;positif
biasa dan tingginya minat masyarakat menggunaan LRT Jabodebek.  KAI berharap dengan perpanjangan penambahan waktu layanan ini dapat mengakomodir kebutuhan pengguna dan memenuhi permintaan masyarakat yang terus meningkat.  #KAIPerpanjangLayananLRTJabodebek #keretaapikita;tingginya minat masyarakat menggunaan lrt jabodebek kai berharap perpanjangan penambahan layanan mengakomodir kebutuhan pengguna memenuhi permintaan masyarakat meningkat kaiperpanjanglayananlrtjabodebek keretaapikita;['tinggi', 'nya', 'minat', 'masyarakat', 'menggunaan', 'lrt', 'jabodebek', 'kai', 'berharap', 'perpanjangan', 'penambahan', 'layanan', 'mengakomodir', 'kebutuhan', 'pengguna', 'memenuhi', 'permintaan', 'masyarakat', 'meningkat', 'kaiperpanjanglayananlrtjabodebek', 'keretaapikita'];3;positif
Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek  KAI memperpanjang layanan LRT Jabodebek hingga Februari, dengan waktu operasional hingga 23.03 WIB.  Perpanjangan penambahan waktu layanan ini sebagai respon terhadap antusiasme yang luar https://t.co/QrjlfbS966;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kai memperpanjang layanan lrt jabodebek hingga februari operasional hingga wib perpanjangan penambahan layanan respon antusiasme;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kai', 'memperpanjang', 'layanan', 'lrt', 'jabodebek', 'hingga', 'februari', 'operasional', 'hingga', 'wib', 'perpanjangan', 'penambahan', 'layanan', 'respon', 'antusiasme'];1;positif
@lrtjabodebek Hai min, misal besok pagi pukul 07.00 saya naik LRT dari St. Ciracas ke St Jati Mulya Bekasi Timur berapa ya tarifnya?;hai min besok pagi lrt st ciracas st jati mulya bekasi timur tarifnya;['hai', 'min', 'besok', 'pagi', 'lrt', 'st', 'ciracas', 'st', 'jati', 'mulya', 'bekasi', 'timur', 'tarif', 'nya'];0;netral
@KAI121 min, mau tanya jadwal LRT (@lrtjabodebek) berangkat dari pancoran tujuan halim (untuk ngejar woosh keberangkatan woosh jam 7.30 pagi) dari pancoran naik LRT yg jam berapa ya ?;min jadwal lrt berangkat pancoran tujuan halim ngejar woosh keberangkatan woosh jam pagi pancoran lrt jam;['min', 'jadwal', 'lrt', 'berangkat', 'pancoran', 'tujuan', 'halim', 'ngejar', 'woosh', 'keberangkatan', 'woosh', 'jam', 'pagi', 'pancoran', 'lrt', 'jam'];0;netral
Akibat gangguan ini, satu perjalanan kereta LRT Jabodebek sempat terganggu dan ada kepadatan yang terjadi di Stasiun Cawang. https://t.co/THk3SDxjcH;akibat gangguan perjalanan kereta lrt jabodebek terganggu kepadatan stasiun cawang;['akibat', 'gangguan', 'perjalanan', 'kereta', 'lrt', 'jabodebek', 'terganggu', 'kepadatan', 'stasiun', 'cawang'];-2;negatif
@lrtjabodebek min, mau tanya jadwal LRT berangkat dari pancoran tujuan halim untuk ngejar woosh keberangkatan jam 7.30 dari pancoran naik LRT yg jam berapa ya ?;min jadwal lrt berangkat pancoran tujuan halim ngejar woosh keberangkatan jam pancoran lrt jam;['min', 'jadwal', 'lrt', 'berangkat', 'pancoran', 'tujuan', 'halim', 'ngejar', 'woosh', 'keberangkatan', 'jam', 'pancoran', 'lrt', 'jam'];0;netral
Trainset 02 LRT Jabodebek mulanya berangkat dari Stasiun Jatimulya pukul 06.50 WIB. Namun, sesampainya di Stasiun Cawang mengalami gangguan. https://t.co/Vm9lRFZzN7;trainset lrt jabodebek berangkat stasiun jatimulya wib stasiun cawang mengalami gangguan;['trainset', 'lrt', 'jabodebek', 'berangkat', 'stasiun', 'jatimulya', 'wib', 'stasiun', 'cawang', 'mengalami', 'gangguan'];-1;negatif
Kereta LRT Jabodebek relasi Stasiun Jatimulya Bekasi-Stasiun Dukuh Atas sempat alami gangguan di Stasiun Cawang. Penumpang sempat harus berpindah kereta. https://t.co/dGstJoPAiA;kereta lrt jabodebek relasi stasiun jatimulya bekasistasiun dukuh alami gangguan stasiun cawang penumpang berpindah kereta;['kereta', 'lrt', 'jabodebek', 'relasi', 'stasiun', 'jatimulya', 'bekasistasiun', 'dukuh', 'alami', 'gangguan', 'stasiun', 'cawang', 'penumpang', 'berpindah', 'kereta'];-1;negatif
Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek  #KAIPerpanjangLayananLRTJabodebek #keretaapikita https://t.co/z87K0kfuZ5;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kaiperpanjanglayananlrtjabodebek keretaapikita;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kaiperpanjanglayananlrtjabodebek', 'keretaapikita'];1;positif
LRT Jabodebek Relasi Bekasi-Dukuh Atas Hanya Sampai Stasiun Cawang, Ini Penjelasan Manajemen   https://t.co/eznniKRm3Q;lrt jabodebek relasi bekasidukuh stasiun cawang penjelasan manajemen;['lrt', 'jabodebek', 'relasi', 'bekasidukuh', 'stasiun', 'cawang', 'penjelasan', 'manajemen'];-1;negatif
Masa Promo Habis, Tarif Baru LRT Jabodebek Digodok https://t.co/MrbNqu2wNo via @Businessupdate.id;promo habis tarif lrt jabodebek digodok;['promo', 'habis', 'tarif', 'lrt', 'jabodebek', 'digodok'];-1;negatif
LRT Jabodebek Alami 2 Kali Gangguan Seminggu Terakhir, Ini Bedanya https://t.co/fbp2D8E6z2;lrt jabodebek alami gangguan seminggu bedanya;['lrt', 'jabodebek', 'alami', 'gangguan', 'seminggu', 'beda', 'nya'];-1;negatif
LRT Jabodebek, makin sini makin rame banget, alhamdulillah rejeki para ojol https://t.co/jJ3GIMNYZg;lrt jabodebek rame rejeki ojol;['lrt', 'jabodebek', 'rame', 'rejeki', 'ojol'];1;positif
Lagi! LRT Jabodebek Gangguan Hari Ini, PT KAI Pakai Kereta Cadangan https://t.co/Awg05eIGcN;lrt jabodebek gangguan pt kai pakai kereta cadangan;['lrt', 'jabodebek', 'gangguan', 'pt', 'kai', 'pakai', 'kereta', 'cadangan'];0;netral
@jalur5_ @lrt_jabodebek Ada apaan si ini kacau semua;kacau;['kacau'];-1;negatif
@djaja1995 @victimofppkm Di situ kan dia bilang LRT jabodebek shayyy;bilang lrt jabodebek shayyy;['bilang', 'lrt', 'jabodebek', 'shayyy'];0;netral
@lrtjkt @lrtjabodebek oh salah ya min hehe, maap... @lrtjabodebek minta tolong yaa, makasih??;oh salah min hehe maap tolong yaa makasih??;['oh', 'salah', 'min', 'hehe', 'maap', 'tolong', 'yaa', 'makasih??'];0;netral
@jalur5_ @lrt_jabodebek Kq bisa?;kq;['kq'];0;netral
@lrtjabodebek bisa ga sih kalo emang lagi training crew tuh ga pas peak hour???? Lo pea bayangin semua gerbong padet udah gitu diturunin di cawang, ngantri next train, dempet2an, yg ga kebagian kereta nunggu lagi next train. Mending kereta lo semua telat waktu. MIKIR DAH tlol!;training crew tuh peak hour pea bayangin gerbong padet diturunin cawang ngantri next train dempetan kebagian kereta nunggu next train mending kereta telat mikir dah tlol;['training', 'crew', 'tuh', 'peak', 'hour', 'pea', 'bayangin', 'gerbong', 'padet', 'diturunin', 'cawang', 'ngantri', 'next', 'train', 'dempetan', 'kebagian', 'kereta', 'nunggu', 'next', 'train', 'mending', 'kereta', 'telat', 'mikir', 'dah', 'tlol'];-1;negatif
@imami_san Halo Kak @imami_san, selamat pagi. Saat ini LRT Jakarta baru melayani rute dari Stasiun Pegangsaan Dua hingga Velodrome ya. Untuk rute LRT Cikoko merupakan area pelayanan dari LRT Jabodebek. Terkait hal tersebut bisa disampaikan ke mimin @lrtjabodebek ya Kak. Terima kasih ?? (FZ);halo kak selamat pagi lrt jakarta melayani stasiun pegangsaan hingga velodrome lrt cikoko area pelayanan lrt jabodebek terkait hal mimin kak terima kasih?? fz;['halo', 'kak', 'selamat', 'pagi', 'lrt', 'jakarta', 'melayani', 'stasiun', 'pegangsaan', 'hingga', 'velodrome', 'lrt', 'cikoko', 'area', 'pelayanan', 'lrt', 'jabodebek', 'terkait', 'hal', 'mimin', 'kak', 'terima', 'kasih??', 'fz'];0;netral
Bus yang diberi nama Biskita Trans Bekasi Patriot ini akan terintegrasi dengan LRT Jabodebek. https://t.co/hpUDb9of5B;bus nama biskita trans bekasi patriot terintegrasi lrt jabodebek;['bus', 'nama', 'biskita', 'trans', 'bekasi', 'patriot', 'terintegrasi', 'lrt', 'jabodebek'];0;netral
@CommuterLine gangguan @lrtjabodebek gangguan juga Sehat sehat ya @mrtjakarta;gangguan gangguan sehat sehat;['gangguan', 'gangguan', 'sehat', 'sehat'];-1;negatif
@higanhbana_ Paham lrt jabodebek, mrt, tj;paham lrt jabodebek mrt tj;['paham', 'lrt', 'jabodebek', 'mrt', 'tj'];0;netral
Hari Senin (26/2) terjadi gangguan pada layanan @lrt_jabodebek Bekasi Line sehingga perjalanan hanya sampai Stasiun Cawang. Penumpang dari arah Bekasi harus menunggu kereta dari Harjamukti untuk menuju Dukuh Atas.  Video: kanamori (Discord) https://t.co/EcdiADRxfP;gangguan layanan bekasi line perjalanan stasiun cawang penumpang bekasi menunggu kereta harjamukti dukuh video kanamori discord;['gangguan', 'layanan', 'bekasi', 'line', 'perjalanan', 'stasiun', 'cawang', 'penumpang', 'bekasi', 'menunggu', 'kereta', 'harjamukti', 'dukuh', 'video', 'kanamori', 'discord'];-1;negatif
@Tonton_mp @lrtjabodebek KAKK SUMPAH AKU PUSING BGT TELAT PRAKTIKUM GRGR LRTTT GANGGUANNN??????;kakk sumpah pusing telat praktikum grgr lrttt gangguannn??????;['kakk', 'sumpah', 'pusing', 'telat', 'praktikum', 'grgr', 'lrttt', 'gangguannn??????'];-2;negatif
@Handarudhimas @lrtjabodebek SUMPAH IYA AKU BUTUH SURATTT?????? AKU TELAT PRAKTIKUM GRGR LRTNYA GANGGUAN;sumpah butuh surattt?????? telat praktikum grgr lrtnya gangguan;['sumpah', 'butuh', 'surattt??????', 'telat', 'praktikum', 'grgr', 'lrtnya', 'gangguan'];-2;negatif
Pelayanan lrt pgi ini buruk banget @lrtjabodebek , shrsnya bisa diantisipasi senin pagi adalah jam2 sibuk;pelayanan lrt pgi buruk shrsnya diantisipasi pagi jam sibuk;['pelayanan', 'lrt', 'pgi', 'buruk', 'shrsnya', 'diantisipasi', 'pagi', 'jam', 'sibuk'];-1;negatif
senin pagi kebiasaan @lrtjabodebek , bapuk;pagi kebiasaan bapuk;['pagi', 'kebiasaan', 'bapuk'];-1;negatif
lrt gangguan di senin pagi.... yang bener aje @lrtjabodebek;lrt gangguan pagi bener aje;['lrt', 'gangguan', 'pagi', 'bener', 'aje'];-1;negatif
Gimana ini jadwal LRT bisa delay gini? Padahal udah punya jalur sendiri. Dari papan info di Halim tinggal 6 menit tiba2 berubah 15 menit nunggu @lrtjabodebek;gimana jadwal lrt delay jalur papan info halim tinggal menit berubah menit nunggu;['gimana', 'jadwal', 'lrt', 'delay', 'jalur', 'papan', 'info', 'halim', 'tinggal', 'menit', 'berubah', 'menit', 'nunggu'];-1;negatif
Kalo pemerintahnya bener, harusnya ngeliat animo masyarakat naik LRT Jabodebek akan membuat mereka mengekspansi kebijakan itu kan  Di sisi lain, ngeliat whoosh yg okupansinya ga pernah full, harusnya ga di ekspansi kan  Harusnya loh ya, klo pemerintahnya bener;pemerintahnya bener ngeliat animo masyarakat lrt jabodebek mengekspansi kebijakan sisi ngeliat whoosh okupansinya full ekspansi loh klo pemerintahnya bener;['pemerintah', 'nya', 'bener', 'ngeliat', 'animo', 'masyarakat', 'lrt', 'jabodebek', 'mengekspansi', 'kebijakan', 'sisi', 'ngeliat', 'whoosh', 'okupansinya', 'full', 'ekspansi', 'loh', 'klo', 'pemerintah', 'nya', 'bener'];0;netral
Contoh lain yg sangat berguna dan gue sangat berterima kasih pada pempus adalah LRT Jabodebek dan BPJS Kesehatan  Ya karena gue ngerasain manfaatnya, ini gue pake bgt dan gue menjadi warga negara yg baik dengan bayar tiap bulan;berguna berterima kasih pempus lrt jabodebek bpjs kesehatan ngerasain manfaatnya pake warga negara bayar;['berguna', 'berterima', 'kasih', 'pempus', 'lrt', 'jabodebek', 'bpjs', 'kesehatan', 'ngerasain', 'manfaat', 'nya', 'pake', 'warga', 'negara', 'bayar'];3;positif
Tarif Promo LRT Jabodebek Berakhir 29 Februari, Ini Rencana KAI https://t.co/AP3mz7LCbY;tarif promo lrt jabodebek februari rencana kai;['tarif', 'promo', 'lrt', 'jabodebek', 'februari', 'rencana', 'kai'];0;netral
yang luar biasa dan tingginya minat masyarakat menggunakan LRT Jabodebek.   KAI berharap dengan perpanjangan penambahan waktu layanan ini dapat mengakomodir kebutuhan pengguna dan memenuhi permintaan masyarakat yang terus meningkat.;tingginya minat masyarakat lrt jabodebek kai berharap perpanjangan penambahan layanan mengakomodir kebutuhan pengguna memenuhi permintaan masyarakat meningkat;['tinggi', 'nya', 'minat', 'masyarakat', 'lrt', 'jabodebek', 'kai', 'berharap', 'perpanjangan', 'penambahan', 'layanan', 'mengakomodir', 'kebutuhan', 'pengguna', 'memenuhi', 'permintaan', 'masyarakat', 'meningkat'];3;positif
*Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek*  KAI memperpanjang layanan LRT Jabodebek hingga Februari, dengan waktu operasional hingga 23.03 WIB.  Perpanjangan penambahan waktu layanan ini sebagai respon terhadap antusiasme https://t.co/PBNV1P7DCM;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kai memperpanjang layanan lrt jabodebek hingga februari operasional hingga wib perpanjangan penambahan layanan respon antusiasme;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kai', 'memperpanjang', 'layanan', 'lrt', 'jabodebek', 'hingga', 'februari', 'operasional', 'hingga', 'wib', 'perpanjangan', 'penambahan', 'layanan', 'respon', 'antusiasme'];1;positif
Di trotoar ini, terdapat susunan batu yang tampaknya mudah roboh dan berpotensi membahayakan pengguna trotoar.  @DKIJakarta  @BinaMargaDKI  @KAI121  @lrtjabodebek   https://t.co/JxwsO1KJW6 https://t.co/kKF435jFik;trotoar susunan batu mudah roboh berpotensi membahayakan pengguna trotoar;['trotoar', 'susunan', 'batu', 'mudah', 'roboh', 'berpotensi', 'membahayakan', 'pengguna', 'trotoar'];-1;negatif
LRT Jabodebek kenapa ada bau macem jahe gitu dah.;lrt jabodebek bau macem jahe dah;['lrt', 'jabodebek', 'bau', 'macem', 'jahe', 'dah'];-1;negatif
Min AC LRT sekarang kenapa panas ya? Udah seminggu ini selalu berasa pengap di dalem kereta padahal pas kosong @lrtjabodebek;min ac lrt panas seminggu berasa pengap dalem kereta kosong;['min', 'ac', 'lrt', 'panas', 'seminggu', 'berasa', 'pengap', 'dalem', 'kereta', 'kosong'];-1;negatif
#SobatMalangTramway Animo masyarakat untuk menggunakan LRT lumayan tinggi. Rata-rata jumlah penumpang harian LRT Jabodebek pada Desember 2023 mencapai 37.247 orang per hari.� https://t.co/po6Byskf75 via @Bisniscom;sobatmalangtramway animo masyarakat lrt lumayan ratarata penumpang harian lrt jabodebek desember mencapai orang;['sobatmalangtramway', 'animo', 'masyarakat', 'lrt', 'lumayan', 'ratarata', 'penumpang', 'harian', 'lrt', 'jabodebek', 'desember', 'mencapai', 'orang'];1;positif
Tanpa kepala batunya Pak Jokowi, mungkin hari ini kita tidak akan bisa menikmati MRTJ, LRTJ, LRT Jabodebek, dan Whoosh. ??;kepala batunya jokowi menikmati mrtj lrtj lrt jabodebek whoosh??;['kepala', 'batu', 'nya', 'jokowi', 'menikmati', 'mrtj', 'lrtj', 'lrt', 'jabodebek', 'whoosh??'];0;netral
Instran Usulkan Tarif Promo LRT Jabodebek Diperpanjang https://t.co/VMOr0LhwDk;instran usulkan tarif promo lrt jabodebek diperpanjang;['instran', 'usulkan', 'tarif', 'promo', 'lrt', 'jabodebek', 'diperpanjang'];1;positif
Jumlah Penumpang Harian LRT Jabodebek Tembus 50.000 Orang, Makin Diminati https://t.co/z7Rm8MzruX;penumpang harian lrt jabodebek tembus orang diminati;['penumpang', 'harian', 'lrt', 'jabodebek', 'tembus', 'orang', 'diminati'];1;positif
Catatan Perjalanan Berangkat:  1. Primajasa Rambutan (50)       � Turun LRT TMII  2. LRT Jabodebek (7)       � LRT TMII�Cawang      � LRT Cawang�Bekasi Barat 3. Gracias Shuttle (25) *promo      � Mega Bekasi�Pasteur  82 ribu udah bisa ke Bandung dari Cilegon, nice;catatan perjalanan berangkat primajasa rambutan� turun lrt tmii lrt jabodebek� lrt tmii�cawang� lrt cawang�bekasi barat gracias shuttle promo� mega bekasi�pasteur ribu bandung cilegon nice;['catatan', 'perjalanan', 'berangkat', 'primajasa', 'rambutan�', 'turun', 'lrt', 'tmii', 'lrt', 'jabodebek�', 'lrt', 'tmii-cawang�', 'lrt', 'cawang-bekasi', 'barat', 'gracias', 'shuttle', 'promo�', 'mega', 'bekasi-pasteur', 'ribu', 'bandung', 'cilegon', 'nice'];1;positif
Sekuriti LRT Jabodebek yang Luka Parah Setelah Ribut dengan Ojol Langsung Tempuh Jalur Hukum https://t.co/iX7TEEsmW7;sekuriti lrt jabodebek luka parah ribut ojol langsung tempuh jalur hukum;['sekuriti', 'lrt', 'jabodebek', 'luka', 'parah', 'ribut', 'ojol', 'langsung', 'tempuh', 'jalur', 'hukum'];-3;negatif
Viral di media sosial petugas keamanan LRT Jabodebek ribut dengan sejumlah pengemudi ojek online (ojol) di kawasan Kuningan, Jakarta Selatan. Peristiwa ini terjadi pada Jumat, 23 Februari 2024.   #medcomid #viral #ojol #ojekonline    https://t.co/NwD4KgYKy1;viral media sosial petugas keamanan lrt jabodebek ribut pengemudi ojek online ojol kawasan kuningan jakarta selatan peristiwa februari medcomid viral ojol ojekonline;['viral', 'media', 'sosial', 'petugas', 'keamanan', 'lrt', 'jabodebek', 'ribut', 'pengemudi', 'ojek', 'online', 'ojol', 'kawasan', 'kuningan', 'jakarta', 'selatan', 'peristiwa', 'februari', 'medcomid', 'viral', 'ojol', 'ojekonline'];-1;negatif
@lrtjabodebek hallo LRT, saya mau ucapin mksh bnyak telah ditangani dg baik oleh ptgs kesehatan dan scrty di st. Dukuh atas pd saat pingsan hari rabu tgl 21 feb 2024 lalu. Pdhl sy pnp @CommuterLine. Saya apresiasi kebaikan ptgs LRT menolong sy, pdhl sy niatnyahanya mau lewat jpo.;hallo lrt ucapin mksh bnyak ditangani dg ptgs kesehatan scrty st dukuh pd pingsan tgl feb pdhl sy pnp apresiasi kebaikan ptgs lrt menolong sy pdhl sy niatnyahanya jpo;['hallo', 'lrt', 'ucapin', 'mksh', 'bnyak', 'ditangani', 'dg', 'ptgs', 'kesehatan', 'scrty', 'st', 'dukuh', 'pd', 'pingsan', 'tgl', 'feb', 'pdhl', 'sy', 'pnp', 'apresiasi', 'kebaikan', 'ptgs', 'lrt', 'menolong', 'sy', 'pdhl', 'sy', 'niatnyahanya', 'jpo'];3;positif
Salah satu poin plus LRT Jabodebek, informasi integrasi transportasi umum ini penting banget buat ditampilkan. Sangat membantu penumpang transit yang belum hafal rute https://t.co/HKfOwO8yUK;salah poin plus lrt jabodebek informasi integrasi transportasi ditampilkan membantu penumpang transit hafal;['salah', 'poin', 'plus', 'lrt', 'jabodebek', 'informasi', 'integrasi', 'transportasi', 'ditampilkan', 'membantu', 'penumpang', 'transit', 'hafal'];1;positif
lrt jabodebek, tangerang discrimination;lrt jabodebek tangerang discrimination;['lrt', 'jabodebek', 'tangerang', 'discrimination'];-1;negatif
Semalem naik arah Bogor dr Tebet jam 22:00 kayak pepes. Baru sekali naik jam segitu sih. Klo gak gara2 ngejar jadwal next mile pakai LRT Jabodebek, sekalian tengah malem aja pulangnya.;semalem bogor dr tebet jam pepes jam klo gara ngejar jadwal next mile pakai lrt jabodebek malem pulangnya;['semalem', 'bogor', 'dr', 'tebet', 'jam', 'pepes', 'jam', 'klo', 'gara', 'ngejar', 'jadwal', 'next', 'mile', 'pakai', 'lrt', 'jabodebek', 'malem', 'pulang', 'nya'];0;netral
Gw pikir semalem naik KRL dr Tebet arah Bogor jam 22:00 bakal agak sepi. Ealaah msh dempet2an jg. Ngalamin jg jd pepes di pintu KRL. Krn mau lanjut naik ngejar jadwal terakhir LRT Jabodebek di Cikoko. Gini klo jadwal terakhir blm jam 23:00 dan headway maksimal 10 menit jam sibuk;gw pikir semalem krl dr tebet bogor jam sepi ealaah msh dempetan jg ngalamin jg jd pepes pintu krl krn ngejar jadwal lrt jabodebek cikoko klo jadwal blm jam headway maksimal menit jam sibuk;['gw', 'pikir', 'semalem', 'krl', 'dr', 'tebet', 'bogor', 'jam', 'sepi', 'ealaah', 'msh', 'dempetan', 'jg', 'ngalamin', 'jg', 'jd', 'pepes', 'pintu', 'krl', 'krn', 'ngejar', 'jadwal', 'lrt', 'jabodebek', 'cikoko', 'klo', 'jadwal', 'blm', 'jam', 'headway', 'maksimal', 'menit', 'jam', 'sibuk'];0;netral
Tak Terima Ditegur, Pengemudi Ojol Bentrok dengan Sekuriti LRT Jabodebek https://t.co/vh1iTgogML;tak terima ditegur pengemudi ojol bentrok sekuriti lrt jabodebek;['tak', 'terima', 'ditegur', 'pengemudi', 'ojol', 'bentrok', 'sekuriti', 'lrt', 'jabodebek'];-1;negatif
Sekuriti LRT Jabodebek yang Luka Parah Setelah Ribut dengan Ojol Langsung Tempuh Jalur Hukum https://t.co/V7mJbvLJGG;sekuriti lrt jabodebek luka parah ribut ojol langsung tempuh jalur hukum;['sekuriti', 'lrt', 'jabodebek', 'luka', 'parah', 'ribut', 'ojol', 'langsung', 'tempuh', 'jalur', 'hukum'];-3;negatif
"POV anak sisfo yg sangat familiar dgn integrasi sistem"" melihat LRT Jabodebek &amp  JKT yg seharusnya bisa digabung tp dijadikan bahan kompetisi dua koalisi amatlah sedih.  Akan lebih mudah transit LRT menuju MRT klo hanya di app JakLingko, eh ini dilempar ke app lain dulu ??""";pov anak sisfo familiar dgn integrasi sistem lrt jabodebek amp jkt digabung tp dijadikan bahan kompetisi koalisi sedih mudah transit lrt mrt klo app jaklingko eh dilempar app??;['pov', 'anak', 'sisfo', 'familiar', 'dgn', 'integrasi', 'sistem', 'lrt', 'jabodebek', 'amp', 'jkt', 'digabung', 'tp', 'dijadikan', 'bahan', 'kompetisi', 'koalisi', 'sedih', 'mudah', 'transit', 'lrt', 'mrt', 'klo', 'app', 'jaklingko', 'eh', 'dilempar', 'app??'];0;netral
@noirbojack @ringofshu Sulit kalo proyek dibuat persaingan koalisi  LRT Jabodebek vs LRT JKT. Pdhl kalo ga berkompetisi, bisa aja LRT Jabodebek terintegrasi dgn aplikasi JakLingko;sulit proyek persaingan koalisi lrt jabodebek vs lrt jkt pdhl berkompetisi lrt jabodebek terintegrasi dgn aplikasi jaklingko;['sulit', 'proyek', 'persaingan', 'koalisi', 'lrt', 'jabodebek', 'vs', 'lrt', 'jkt', 'pdhl', 'berkompetisi', 'lrt', 'jabodebek', 'terintegrasi', 'dgn', 'aplikasi', 'jaklingko'];-1;negatif
Tingkatkan Kualitas dan Pelayanan, LRT Jabodebek Tambah Trainset https://t.co/MEPTNhn0Cu #News #Berita #Kabar #Popular #klikwarta #InfoMasyarakat #viral #beritaterkini;tingkatkan kualitas pelayanan lrt jabodebek trainset news berita kabar popular klikwarta infomasyarakat viral beritaterkini;['tingkatkan', 'kualitas', 'pelayanan', 'lrt', 'jabodebek', 'trainset', 'news', 'berita', 'kabar', 'popular', 'klikwarta', 'infomasyarakat', 'viral', 'beritaterkini'];1;positif
Sederet Fakta Keributan Sekuriti LRT Jabodebek Vs Driver Ojol di Kuningan https://t.co/tXUy0cUidg;sederet fakta keributan sekuriti lrt jabodebek vs driver ojol kuningan;['sederet', 'fakta', 'keributan', 'sekuriti', 'lrt', 'jabodebek', 'vs', 'driver', 'ojol', 'kuningan'];-1;negatif
Viral Kepala Driver Ojol Berdarah usai Ribut dengan Sekuriti LRT Jabodebek, Begini Kejadiannya https://t.co/5RfAMrZgWK;viral kepala driver ojol berdarah ribut sekuriti lrt jabodebek kejadiannya;['viral', 'kepala', 'driver', 'ojol', 'berdarah', 'ribut', 'sekuriti', 'lrt', 'jabodebek', 'kejadian', 'nya'];-2;negatif
Minggu depan udah bulan baru. @lrtjabodebek @KAI121 klo headway gak maksimal 5-10 menit dgn full operasional 27 train-set (TS) keterlaluan nih. Ayo dong @perkeretaapian bikin GaPeKA (Grafik Perjalanan Kereta Api) baru biar bisa akomodir 27 TS headway 5 menit maksimal masing2 Line;klo headway maksimal menit dgn full operasional trainset ts nih ayo bikin gapeka grafik perjalanan kereta api biar akomodir ts headway menit maksimal line;['klo', 'headway', 'maksimal', 'menit', 'dgn', 'full', 'operasional', 'trainset', 'ts', 'nih', 'ayo', 'bikin', 'gapeka', 'grafik', 'perjalanan', 'kereta', 'api', 'biar', 'akomodir', 'ts', 'headway', 'menit', 'maksimal', 'line'];0;netral
VIDEO: Diduga Tak Terima Ditegur, Driver Ojol Baku Hantam dengan Satpam LRT Jabodebek https://t.co/KaBXiDc8Go;video diduga tak terima ditegur driver ojol baku hantam satpam lrt jabodebek;['video', 'diduga', 'tak', 'terima', 'ditegur', 'driver', 'ojol', 'baku', 'hantam', 'satpam', 'lrt', 'jabodebek'];-2;negatif
VIDEO: Diduga Tak Terima Ditegur, Driver Ojol Baku Hantam dengan Satpam LRT Jabodebek https://t.co/AT6gvkQO3n #News;video diduga tak terima ditegur driver ojol baku hantam satpam lrt jabodebek news;['video', 'diduga', 'tak', 'terima', 'ditegur', 'driver', 'ojol', 'baku', 'hantam', 'satpam', 'lrt', 'jabodebek', 'news'];-2;negatif
